Date,latitude,longitude,depth,mag
2017-07-29,37.5923333,-118.9673333,0.81,0.36
2017-07-29,37.465,-118.8116667,-0.12,1.07
2017-07-29,41.0753333,-125.3303333,24.34,4.58
2017-07-29,63.3644,-150.6776,10.0,0.1
2017-07-29,37.5218333,-118.8963333,1.0,1.23
2017-07-29,36.4683333,-120.47,15.54,2.1
2017-07-29,33.4988333,-116.7943333,4.46,0.74
2017-07-29,53.7804,-163.5772,25.5,2.5
2017-07-29,62.2827,-152.0276,101.5,1.4
2017-07-29,33.221,-116.7505,19.79,1.07
2017-07-29,37.5008333,-118.875,1.21,1.44
2017-07-29,37.4738333,-118.8205,-0.27,0.93
2017-07-29,32.216,-116.5391667,17.06,1.41
2017-07-29,62.9349,-150.7715,105.4,2.0
2017-07-29,37.4763333,-118.8195,-2.37,1.13
